title,genres,vote_average
Detropia,"[{'id': 99, 'name': 'Documentary'}]",6.8
The Liquidator,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]",5.3
The Chemical Brothers: Don't Think,"[{'id': 10402, 'name': 'Music'}]",6.3
Pearls of the Deep,"[{'id': 35, 'name': 'Comedy'}]",6.2
The Perfect Murder,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10769, 'name': 'Foreign'}]",7.0
The Hamburg Syndrome,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",5.8
Kismet,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",4.6
ChromeSkull: Laid to Rest 2,"[{'id': 27, 'name': 'Horror'}]",4.8
Rain over Santiago,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.0
Puckoon,"[{'id': 35, 'name': 'Comedy'}]",0.0
Dolan's Cadillac,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.6
A Pig's Tale,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.5
Nobody Knows Anybody,"[{'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]",5.5
Breathless,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",5.9
Blood Money,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]",4.5
End of Watch,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.2
"High, Wide, and Handsome","[{'id': 37, 'name': 'Western'}]",0.0
V/H/S,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",5.8
Boxing Gym,"[{'id': 99, 'name': 'Documentary'}]",5.6
Everyone,"[{'id': 35, 'name': 'Comedy'}]",4.6
The Perks of Being a Wallflower,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.7
The Hunt,"[{'id': 18, 'name': 'Drama'}]",7.9
Holy Motors,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",7.0
Knuckleball!,"[{'id': 99, 'name': 'Documentary'}]",6.6
Either Way,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.5
The Hunter,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.8
Behind the Burly Q,"[{'id': 99, 'name': 'Documentary'}]",5.5
Two Rabbits,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7.1
Sparkle,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",5.8
Guilty Hearts,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0.0
Thin Ice,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.1
Red Lights,"[{'id': 53, 'name': 'Thriller'}]",6.0
The Rocky Saga: Going the Distance,"[{'id': 99, 'name': 'Documentary'}]",4.5
Taken 2,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.1
The Paperboy,"[{'id': 53, 'name': 'Thriller'}]",5.4
Sam Peckinpah: Man of Iron,"[{'id': 99, 'name': 'Documentary'}]",8.0
Shut Up and Play the Hits,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",7.5
The Private Life of Don Juan,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",6.3
Quadrille,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.3
One Nine Nine Four,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",5.5
Bleach the Movie: Fade to Black,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",6.9
The Making of a Legend: Gone with the Wind,"[{'id': 99, 'name': 'Documentary'}]",8.0
In Passing,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]",0.0
The Crush,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",10.0
Nanayo,"[{'id': 18, 'name': 'Drama'}]",7.8
Road North,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",5.9
A Royal Affair,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",7.2
House at the End of the Street,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.6
Attack of the 50 Foot Cheerleader,"[{'id': 35, 'name': 'Comedy'}]",5.0
Erotic Nights of the Living Dead,"[{'id': 27, 'name': 'Horror'}]",2.2
2-Headed Shark Attack,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",3.5
"Hard, Fast and Beautiful","[{'id': 18, 'name': 'Drama'}]",6.0
The Newest Pledge,"[{'id': 35, 'name': 'Comedy'}]",0.0
Despair,"[{'id': 18, 'name': 'Drama'}]",7.0
My Left Eye Sees Ghosts,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10769, 'name': 'Foreign'}]",5.9
2016: Obama's America,"[{'id': 99, 'name': 'Documentary'}]",4.6
A Happy Event,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.0
Love Lasts Three Years,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",5.8
Volcano,"[{'id': 18, 'name': 'Drama'}]",7.0
Presumed Guilty,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",7.1
Surviving Progress,"[{'id': 99, 'name': 'Documentary'}]",6.2
Doughboys,[],0.0
Tobor the Great,"[{'id': 878, 'name': 'Science Fiction'}]",5.7
Lightnin',"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",5.0
The Tall Man,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.7
Laurence Anyways,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.7
The Magic of Belle Isle,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7.0
The Lie,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",5.5
The Painted Veil,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",5.2
LOL,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.8
Stormy Waters,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.4
A Report on the Party and the Guests,"[{'id': 18, 'name': 'Drama'}]",7.0
The Sapphires,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.6
That Certain Summer,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]",7.5
Something from Nothing: The Art of Rap,"[{'id': 99, 'name': 'Documentary'}]",6.8
Just Add Water,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.4
The Return of the Prodigal Son,"[{'id': 18, 'name': 'Drama'}]",6.0
Hood of the Living Dead,[],3.3
Rust and Bone,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.1
Upstream,[],5.0
Genocide,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",6.0
"Goke, Body Snatcher from Hell","[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",7.2
The Living Skeleton,"[{'id': 27, 'name': 'Horror'}]",5.3
Madonna of the Seven Moons,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",5.8
The Man in Grey,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",5.7
Ishaqzaade,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",6.4
Evil Bong,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",3.6
Here Comes the Devil,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.8
7 Below,"[{'id': 27, 'name': 'Horror'}]",3.7
Kon-Tiki,"[{'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}]",7.0
Katy Perry: Part of Me,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",6.5
Broadway,"[{'id': 10402, 'name': 'Music'}]",0.0
Viy,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",6.6
The Rise of Catherine the Great,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",6.2
Roseland,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.0
The Rusty Knife,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",6.0
Glorious Technicolor,"[{'id': 99, 'name': 'Documentary'}]",7.0
Ingmar Bergman on Life and Work,"[{'id': 99, 'name': 'Documentary'}]",0.0
Lon Chaney: A Thousand Faces,"[{'id': 99, 'name': 'Documentary'}]",5.0
El tren de la memoria,[],6.0
The Film Parade,[],0.0
Rules of Single Life,"[{'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}]",0.0
Tank on the Moon,[],0.0
A Safe Place,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",6.3
Urbanized,"[{'id': 99, 'name': 'Documentary'}]",7.4
Waco: A New Revelation,"[{'id': 99, 'name': 'Documentary'}]",8.0
The Cool Ones,"[{'id': 35, 'name': 'Comedy'}]",6.3
Blood of Dracula,"[{'id': 27, 'name': 'Horror'}]",4.3
I'm King Kong!: The Exploits of Merian C. Cooper,[],0.0
Elia Kazan: A Director's Journey,[],6.0
The John Garfield Story,"[{'id': 99, 'name': 'Documentary'}]",9.5
Not Here to Be Loved,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",5.2
California Solo,"[{'id': 18, 'name': 'Drama'}]",5.8
Shameless,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",0.0
The Marshal of Finland,[],2.0
Marley,"[{'id': 99, 'name': 'Documentary'}]",7.5
Frankenweenie,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",6.6
His Name Was Jason: 30 Years of Friday the 13th,"[{'id': 99, 'name': 'Documentary'}, {'id': 27, 'name': 'Horror'}]",7.0
Colin Quinn: Long Story Short,"[{'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]",6.8
Mother,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.1
When Heroes Lie,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",6.8
Sinister,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",6.8
Fearful Symmetry,"[{'id': 99, 'name': 'Documentary'}]",9.0
Louise Brooks: Looking for Lulu,"[{'id': 99, 'name': 'Documentary'}]",0.0
The Thing: Terror Takes Shape,"[{'id': 99, 'name': 'Documentary'}]",8.9
Shottas,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7.4
Sapphire,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6.7
Passion Play,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",5.2
Virginia,"[{'id': 18, 'name': 'Drama'}]",5.8
Hotel Transylvania,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",6.8
Our City Dreams,"[{'id': 99, 'name': 'Documentary'}]",6.8
Side by Side,"[{'id': 99, 'name': 'Documentary'}]",7.1
A Good Old Fashioned Orgy,"[{'id': 35, 'name': 'Comedy'}]",5.9
Inside: 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb',"[{'id': 99, 'name': 'Documentary'}]",5.0
Shadowing the Third Man,"[{'id': 99, 'name': 'Documentary'}]",0.0
Making 'Do the Right Thing',"[{'id': 99, 'name': 'Documentary'}]",0.0
The Young and the Dead,[],0.0
Daleks' Invasion Earth: 2150 A.D.,"[{'id': 878, 'name': 'Science Fiction'}]",6.2
Fat Kid Rules The World,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.3
Charlie Chan in Egypt,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.4
Charlie Chan in London,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",6.1
Coupe de Ville,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.9
Shakespeare Wallah,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.0
Love in the Time of Hysteria,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",6.8
We Are From The Future,"[{'id': 10752, 'name': 'War'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",6.1
Creature from the Haunted Sea,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",3.3
Take Aim at the Police Van,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",5.4
The Screaming Skull,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",4.1
Björk: Volumen,"[{'id': 10402, 'name': 'Music'}]",9.3
Madame Tutli-Putli,"[{'id': 16, 'name': 'Animation'}]",7.3
Argo,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.1
Seven Psychopaths,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.7
Nobody Walks,"[{'id': 18, 'name': 'Drama'}]",5.0
Butter,"[{'id': 35, 'name': 'Comedy'}]",5.8
Atlas Shrugged Part II,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",5.4
Ill Manors,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",5.9
Liberal Arts,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.1
"Ator, the Fighting Eagle","[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",3.6
The Tattooed Widow,[],0.0
Portrait in Black,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.2
Vivien Leigh: Scarlett And Beyond,[],0.0
Under the Boardwalk: The Monopoly Story,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",6.5
Arachnoquake,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",3.7
Choking Man,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.3
"Farewell, My Queen","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",5.8
Marley & Me: The Puppy Years,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",5.3
The House I Live In,"[{'id': 99, 'name': 'Documentary'}]",7.5
West of Memphis,"[{'id': 99, 'name': 'Documentary'}]",7.6
Boogie Man: The Lee Atwater Story,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",6.8
Thermae Romae,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",5.7
Michael,"[{'id': 18, 'name': 'Drama'}]",7.4
Kings of Pastry,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",6.8
The Reluctant Saint,"[{'id': 18, 'name': 'Drama'}]",0.0
The Gorilla,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",6.7
Hoodwinked Too! Hood VS. Evil,"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",4.8
Thirst for Love,[],7.0
Drones,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",5.2
Catch.44,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",4.8
The Return of Frank Cannon,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.0
The Sound of Fury,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.5
The Letter,"[{'id': 18, 'name': 'Drama'}]",3.8
Three Resurrected Drunkards,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",5.0
Tormento,"[{'id': 18, 'name': 'Drama'}]",5.0
Les Visiteurs du Soir,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",7.6
Ingmar Bergman Makes a Movie,"[{'id': 99, 'name': 'Documentary'}]",7.3
Eastwood on Eastwood,[],7.0
The Ernest Film Festival,"[{'id': 35, 'name': 'Comedy'}]",0.0
The Secret Life of Zoey,"[{'id': 18, 'name': 'Drama'}]",5.0
Moebius Redux: A Life in Pictures,"[{'id': 99, 'name': 'Documentary'}, {'id': 10770, 'name': 'TV Movie'}]",0.0
Tony,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.2
Dive!,"[{'id': 99, 'name': 'Documentary'}]",6.2
The Clink of Ice,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.3
The Warped Ones,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",6.5
16 to Life,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4.4
How to Survive a Plague,"[{'id': 99, 'name': 'Documentary'}]",7.5
[REC]³ Genesis,"[{'id': 27, 'name': 'Horror'}]",4.9
Four Sons,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",0.0
Gangs of Wasseypur,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",7.0
Greystone Park,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",3.9
Last Ride,"[{'id': 18, 'name': 'Drama'}]",6.9
Girl in Progress,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.3
Astérix and Obélix: God Save Britannia,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",4.9
Lightning Strikes Twice,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.5
My Forbidden Past,"[{'id': 18, 'name': 'Drama'}]",6.0
56 Up,"[{'id': 99, 'name': 'Documentary'}]",7.5
King Leopold's Ghost,[],0.0
Around the World,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",0.0
Turkish Passion,"[{'id': 18, 'name': 'Drama'}]",5.2
Un Dimanche à Kigali,"[{'id': 18, 'name': 'Drama'}]",7.8
We Are Legion: The Story of the Hacktivists,"[{'id': 99, 'name': 'Documentary'}]",6.9
The Barrens,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.1
Transit,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5.7
Love Me No More,"[{'id': 53, 'name': 'Thriller'}]",6.8
Paranormal Activity 4,"[{'id': 27, 'name': 'Horror'}]",5.2
You Are God,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",5.3
Where the Boys Are '84,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4.6
Skyscraper,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.7
Tai Chi Zero,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",5.6
The White Angel,"[{'id': 18, 'name': 'Drama'}]",5.0
The X from Outer Space,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10752, 'name': 'War'}]",4.4
The Babymakers,"[{'id': 35, 'name': 'Comedy'}]",5.0
Rosewood Lane,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.1
The Glamorous Life of Sachiko Hanai,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",5.9
The Strange Case of the End of Civilization as We Know It,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]",6.1
A Feast At Midnight,"[{'id': 10751, 'name': 'Family'}]",3.0
Tom & Thomas,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",6.3
"3, 2, 1... Frankie Go Boom","[{'id': 35, 'name': 'Comedy'}]",5.6
Alex Cross,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",5.1
The Ambassador,"[{'id': 99, 'name': 'Documentary'}]",6.8
Cloud Atlas,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",6.6
"Luck, Trust & Ketchup: Robert Altman in Carver Country","[{'id': 99, 'name': 'Documentary'}]",6.0
Hellboy: The Seeds of Creation,[],8.5
Budd Boetticher: A Man Can Do That,"[{'id': 99, 'name': 'Documentary'}]",7.0
Rx (Simple Lies),"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.8
Terry Pratchett: Choosing to Die,"[{'id': 99, 'name': 'Documentary'}]",8.0
ReGeneration,"[{'id': 99, 'name': 'Documentary'}, {'id': 28, 'name': 'Action'}]",7.2
Free Men,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",5.2
The Girl,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]",5.8
This Ain’t California,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",6.5
Steve Jobs: The Lost Interview,"[{'id': 99, 'name': 'Documentary'}]",7.4
Rolling,"[{'id': 18, 'name': 'Drama'}]",6.0
Silent Hill: Revelation 3D,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",5.1
Warren Oates: Across the Border,"[{'id': 99, 'name': 'Documentary'}]",6.5
Step Up Love Story,"[{'id': 16, 'name': 'Animation'}]",2.0
Graduation Day,"[{'id': 27, 'name': 'Horror'}]",5.0
April Fool's Day,"[{'id': 27, 'name': 'Horror'}]",3.7
Holiday Affair,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.8
Like Dandelion Dust,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",6.7
Men Do what Men Can,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.3
Stockholm East,"[{'id': 18, 'name': 'Drama'}]",6.0
The Woman Who Dreamed of a Man,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",4.8
Beware the Moon: Remembering 'An American Werewolf in London',"[{'id': 99, 'name': 'Documentary'}]",8.0
Pumping Iron II: The Women,"[{'id': 99, 'name': 'Documentary'}]",8.0
Witness to Murder,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.6
The Busher,"[{'id': 18, 'name': 'Drama'}]",5.0
The Piano in a Factory,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",7.2
The Patience Stone,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",6.2
Hamoun,"[{'id': 18, 'name': 'Drama'}]",7.5
Chasing Mavericks,"[{'id': 18, 'name': 'Drama'}]",7.0
Craigslist Joe,"[{'id': 12, 'name': 'Adventure'}, {'id': 99, 'name': 'Documentary'}]",6.3
Here Comes the Boom,"[{'id': 35, 'name': 'Comedy'}]",6.0
The Men Who Made the Movies: Samuel Fuller,"[{'id': 99, 'name': 'Documentary'}]",0.0
Search for the Beast,[],0.0
Victor Seastrom,[],0.0
Night of the Running Man,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.3
Hitman's Run,"[{'id': 28, 'name': 'Action'}]",5.5
Mental,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.8
Killing Them Softly,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.8
The Imposter,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",7.4
The Other Dream Team,"[{'id': 99, 'name': 'Documentary'}]",6.9
